target,replicate,fastq1,fastq2,control1,control2
AFF1-human,1,https://www.encodeproject.org/files/ENCFF267LVE/@@download/ENCFF267LVE.fastq.gz,https://www.encodeproject.org/files/ENCFF452EKB/@@download/ENCFF452EKB.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
AFF1-human,2,https://www.encodeproject.org/files/ENCFF270SAL/@@download/ENCFF270SAL.fastq.gz,https://www.encodeproject.org/files/ENCFF861EEE/@@download/ENCFF861EEE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
AFF1-human,3,https://www.encodeproject.org/files/ENCFF404ITD/@@download/ENCFF404ITD.fastq.gz,https://www.encodeproject.org/files/ENCFF792VBK/@@download/ENCFF792VBK.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
AFF1-human,4,https://www.encodeproject.org/files/ENCFF916BZF/@@download/ENCFF916BZF.fastq.gz,https://www.encodeproject.org/files/ENCFF930PKX/@@download/ENCFF930PKX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ARHGAP35-human,1,https://www.encodeproject.org/files/ENCFF111ZWV/@@download/ENCFF111ZWV.fastq.gz,https://www.encodeproject.org/files/ENCFF129HKI/@@download/ENCFF129HKI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ARHGAP35-human,2,https://www.encodeproject.org/files/ENCFF333JPS/@@download/ENCFF333JPS.fastq.gz,https://www.encodeproject.org/files/ENCFF439UUP/@@download/ENCFF439UUP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ARID1B-human,1,https://www.encodeproject.org/files/ENCFF065YSO/@@download/ENCFF065YSO.fastq.gz,https://www.encodeproject.org/files/ENCFF680HKS/@@download/ENCFF680HKS.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
ARID1B-human,2,https://www.encodeproject.org/files/ENCFF143XOC/@@download/ENCFF143XOC.fastq.gz,https://www.encodeproject.org/files/ENCFF575FWJ/@@download/ENCFF575FWJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ARID1B-human,3,https://www.encodeproject.org/files/ENCFF521KBW/@@download/ENCFF521KBW.fastq.gz,https://www.encodeproject.org/files/ENCFF718FBA/@@download/ENCFF718FBA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
ARID2-human,1,https://www.encodeproject.org/files/ENCFF272DKU/@@download/ENCFF272DKU.fastq.gz,https://www.encodeproject.org/files/ENCFF808AUX/@@download/ENCFF808AUX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ARID2-human,2,https://www.encodeproject.org/files/ENCFF385PER/@@download/ENCFF385PER.fastq.gz,https://www.encodeproject.org/files/ENCFF991XUU/@@download/ENCFF991XUU.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ARNT-human,1,https://www.encodeproject.org/files/ENCFF004DQS/@@download/ENCFF004DQS.fastq.gz,https://www.encodeproject.org/files/ENCFF806CEC/@@download/ENCFF806CEC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ARNT-human,2,https://www.encodeproject.org/files/ENCFF023BWP/@@download/ENCFF023BWP.fastq.gz,https://www.encodeproject.org/files/ENCFF041PSD/@@download/ENCFF041PSD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ARNT-human,3,https://www.encodeproject.org/files/ENCFF109UIV/@@download/ENCFF109UIV.fastq.gz,https://www.encodeproject.org/files/ENCFF748SHJ/@@download/ENCFF748SHJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ARNT-human,4,https://www.encodeproject.org/files/ENCFF126ENC/@@download/ENCFF126ENC.fastq.gz,https://www.encodeproject.org/files/ENCFF198XWC/@@download/ENCFF198XWC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ARNT-human,5,https://www.encodeproject.org/files/ENCFF382GYA/@@download/ENCFF382GYA.fastq.gz,https://www.encodeproject.org/files/ENCFF841ZHV/@@download/ENCFF841ZHV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ARNT-human,6,https://www.encodeproject.org/files/ENCFF446XHP/@@download/ENCFF446XHP.fastq.gz,https://www.encodeproject.org/files/ENCFF546YEQ/@@download/ENCFF546YEQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ASH1L-human,1,https://www.encodeproject.org/files/ENCFF158TRB/@@download/ENCFF158TRB.fastq.gz,https://www.encodeproject.org/files/ENCFF737EQI/@@download/ENCFF737EQI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ASH1L-human,2,https://www.encodeproject.org/files/ENCFF235JMI/@@download/ENCFF235JMI.fastq.gz,https://www.encodeproject.org/files/ENCFF993LLQ/@@download/ENCFF993LLQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ATF1-human,1,https://www.encodeproject.org/files/ENCFF016FNK/@@download/ENCFF016FNK.fastq.gz,https://www.encodeproject.org/files/ENCFF018HQR/@@download/ENCFF018HQR.fastq.gz,https://www.encodeproject.org/files/ENCFF340RXU/@@download/ENCFF340RXU.fastq.gz,https://www.encodeproject.org/files/ENCFF698OMK/@@download/ENCFF698OMK.fastq.gz
ATF1-human,2,https://www.encodeproject.org/files/ENCFF109NTO/@@download/ENCFF109NTO.fastq.gz,https://www.encodeproject.org/files/ENCFF693JKI/@@download/ENCFF693JKI.fastq.gz,https://www.encodeproject.org/files/ENCFF340RXU/@@download/ENCFF340RXU.fastq.gz,https://www.encodeproject.org/files/ENCFF698OMK/@@download/ENCFF698OMK.fastq.gz
ATF2-human,1,https://www.encodeproject.org/files/ENCFF043SEF/@@download/ENCFF043SEF.fastq.gz,https://www.encodeproject.org/files/ENCFF780EID/@@download/ENCFF780EID.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ATF2-human,2,https://www.encodeproject.org/files/ENCFF307XRL/@@download/ENCFF307XRL.fastq.gz,https://www.encodeproject.org/files/ENCFF951ZXP/@@download/ENCFF951ZXP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ATF3-human,1,https://www.encodeproject.org/files/ENCFF126JWD/@@download/ENCFF126JWD.fastq.gz,https://www.encodeproject.org/files/ENCFF457RYN/@@download/ENCFF457RYN.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
ATF3-human,2,https://www.encodeproject.org/files/ENCFF169CRK/@@download/ENCFF169CRK.fastq.gz,https://www.encodeproject.org/files/ENCFF367HUF/@@download/ENCFF367HUF.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
ATF3-human,3,https://www.encodeproject.org/files/ENCFF311SGU/@@download/ENCFF311SGU.fastq.gz,https://www.encodeproject.org/files/ENCFF647KQT/@@download/ENCFF647KQT.fastq.gz,https://www.encodeproject.org/files/ENCFF224SOH/@@download/ENCFF224SOH.fastq.gz,https://www.encodeproject.org/files/ENCFF224SOH/@@download/ENCFF224SOH.fastq.gz
ATF3-human,4,https://www.encodeproject.org/files/ENCFF497JNW/@@download/ENCFF497JNW.fastq.gz,https://www.encodeproject.org/files/ENCFF842CFV/@@download/ENCFF842CFV.fastq.gz,https://www.encodeproject.org/files/ENCFF224SOH/@@download/ENCFF224SOH.fastq.gz,https://www.encodeproject.org/files/ENCFF224SOH/@@download/ENCFF224SOH.fastq.gz
ATF4-human,1,https://www.encodeproject.org/files/ENCFF069VNL/@@download/ENCFF069VNL.fastq.gz,https://www.encodeproject.org/files/ENCFF081USS/@@download/ENCFF081USS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ATF4-human,2,https://www.encodeproject.org/files/ENCFF565KLI/@@download/ENCFF565KLI.fastq.gz,https://www.encodeproject.org/files/ENCFF682IGK/@@download/ENCFF682IGK.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ATF7-human,1,https://www.encodeproject.org/files/ENCFF002DOR/@@download/ENCFF002DOR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EIJ/@@download/ENCFF002EIJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ATF7-human,2,https://www.encodeproject.org/files/ENCFF002DOV/@@download/ENCFF002DOV.fastq.gz,https://www.encodeproject.org/files/ENCFF002DTY/@@download/ENCFF002DTY.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
BCLAF1-human,1,https://www.encodeproject.org/files/ENCFF188VON/@@download/ENCFF188VON.fastq.gz,https://www.encodeproject.org/files/ENCFF574FTC/@@download/ENCFF574FTC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
BCLAF1-human,2,https://www.encodeproject.org/files/ENCFF355NCQ/@@download/ENCFF355NCQ.fastq.gz,https://www.encodeproject.org/files/ENCFF404NEP/@@download/ENCFF404NEP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
BCLAF1-human,3,https://www.encodeproject.org/files/ENCFF455GIL/@@download/ENCFF455GIL.fastq.gz,https://www.encodeproject.org/files/ENCFF801FWC/@@download/ENCFF801FWC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
BCLAF1-human,4,https://www.encodeproject.org/files/ENCFF744DBX/@@download/ENCFF744DBX.fastq.gz,https://www.encodeproject.org/files/ENCFF834VSH/@@download/ENCFF834VSH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
BCOR-human,1,https://www.encodeproject.org/files/ENCFF036YYM/@@download/ENCFF036YYM.fastq.gz,https://www.encodeproject.org/files/ENCFF949LLJ/@@download/ENCFF949LLJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
BCOR-human,2,https://www.encodeproject.org/files/ENCFF047XMV/@@download/ENCFF047XMV.fastq.gz,https://www.encodeproject.org/files/ENCFF423KKF/@@download/ENCFF423KKF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
BRCA1-human,1,https://www.encodeproject.org/files/ENCFF231TGV/@@download/ENCFF231TGV.fastq.gz,https://www.encodeproject.org/files/ENCFF276RGL/@@download/ENCFF276RGL.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
BRCA1-human,2,https://www.encodeproject.org/files/ENCFF576EVC/@@download/ENCFF576EVC.fastq.gz,https://www.encodeproject.org/files/ENCFF805AVF/@@download/ENCFF805AVF.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
BRD9-human,1,https://www.encodeproject.org/files/ENCFF373VRZ/@@download/ENCFF373VRZ.fastq.gz,https://www.encodeproject.org/files/ENCFF539YNG/@@download/ENCFF539YNG.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
BRD9-human,2,https://www.encodeproject.org/files/ENCFF700CIV/@@download/ENCFF700CIV.fastq.gz,https://www.encodeproject.org/files/ENCFF872XVD/@@download/ENCFF872XVD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
C11orf30-human,1,https://www.encodeproject.org/files/ENCFF076YGT/@@download/ENCFF076YGT.fastq.gz,https://www.encodeproject.org/files/ENCFF380PYR/@@download/ENCFF380PYR.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
C11orf30-human,2,https://www.encodeproject.org/files/ENCFF325DTB/@@download/ENCFF325DTB.fastq.gz,https://www.encodeproject.org/files/ENCFF749RRK/@@download/ENCFF749RRK.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
CBFA2T2-human,1,https://www.encodeproject.org/files/ENCFF477TYW/@@download/ENCFF477TYW.fastq.gz,https://www.encodeproject.org/files/ENCFF875MPK/@@download/ENCFF875MPK.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz
CBFA2T2-human,2,https://www.encodeproject.org/files/ENCFF501GVP/@@download/ENCFF501GVP.fastq.gz,https://www.encodeproject.org/files/ENCFF590GNR/@@download/ENCFF590GNR.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz
CBFA2T3-human,1,https://www.encodeproject.org/files/ENCFF090VRQ/@@download/ENCFF090VRQ.fastq.gz,https://www.encodeproject.org/files/ENCFF256ZUF/@@download/ENCFF256ZUF.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz
CBFA2T3-human,2,https://www.encodeproject.org/files/ENCFF203LDU/@@download/ENCFF203LDU.fastq.gz,https://www.encodeproject.org/files/ENCFF238IYZ/@@download/ENCFF238IYZ.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz
CBX2-human,1,https://www.encodeproject.org/files/ENCFF403RUO/@@download/ENCFF403RUO.fastq.gz,https://www.encodeproject.org/files/ENCFF464EDM/@@download/ENCFF464EDM.fastq.gz,n/a,n/a
CBX8-human,1,https://www.encodeproject.org/files/ENCFF388TMG/@@download/ENCFF388TMG.fastq.gz,https://www.encodeproject.org/files/ENCFF942JXG/@@download/ENCFF942JXG.fastq.gz,n/a,https://www.encodeproject.org/files/ENCFF283HQV/@@download/ENCFF283HQV.fastq.gz
CC2D1A-human,1,https://www.encodeproject.org/files/ENCFF134VGP/@@download/ENCFF134VGP.fastq.gz,https://www.encodeproject.org/files/ENCFF160TXM/@@download/ENCFF160TXM.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
CC2D1A-human,2,https://www.encodeproject.org/files/ENCFF197ETF/@@download/ENCFF197ETF.fastq.gz,https://www.encodeproject.org/files/ENCFF608EHV/@@download/ENCFF608EHV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
CDC5L-human,1,https://www.encodeproject.org/files/ENCFF146CPM/@@download/ENCFF146CPM.fastq.gz,https://www.encodeproject.org/files/ENCFF899BAM/@@download/ENCFF899BAM.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
CDC5L-human,2,https://www.encodeproject.org/files/ENCFF300KRT/@@download/ENCFF300KRT.fastq.gz,https://www.encodeproject.org/files/ENCFF847ZNJ/@@download/ENCFF847ZNJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
CEBPB-human,1,https://www.encodeproject.org/files/ENCFF052XOQ/@@download/ENCFF052XOQ.fastq.gz,https://www.encodeproject.org/files/ENCFF156EZY/@@download/ENCFF156EZY.fastq.gz,https://www.encodeproject.org/files/ENCFF962SMK/@@download/ENCFF962SMK.fastq.gz,https://www.encodeproject.org/files/ENCFF168MST/@@download/ENCFF168MST.fastq.gz
CEBPB-human,2,https://www.encodeproject.org/files/ENCFF470OUZ/@@download/ENCFF470OUZ.fastq.gz,https://www.encodeproject.org/files/ENCFF555QJQ/@@download/ENCFF555QJQ.fastq.gz,https://www.encodeproject.org/files/ENCFF168MST/@@download/ENCFF168MST.fastq.gz,https://www.encodeproject.org/files/ENCFF962SMK/@@download/ENCFF962SMK.fastq.gz
CEBPG-human,1,https://www.encodeproject.org/files/ENCFF028NOQ/@@download/ENCFF028NOQ.fastq.gz,https://www.encodeproject.org/files/ENCFF496CZA/@@download/ENCFF496CZA.fastq.gz,https://www.encodeproject.org/files/ENCFF911YKD/@@download/ENCFF911YKD.fastq.gz,https://www.encodeproject.org/files/ENCFF953WVU/@@download/ENCFF953WVU.fastq.gz
CEBPG-human,2,https://www.encodeproject.org/files/ENCFF392MVW/@@download/ENCFF392MVW.fastq.gz,https://www.encodeproject.org/files/ENCFF567TRK/@@download/ENCFF567TRK.fastq.gz,https://www.encodeproject.org/files/ENCFF953WVU/@@download/ENCFF953WVU.fastq.gz,https://www.encodeproject.org/files/ENCFF911YKD/@@download/ENCFF911YKD.fastq.gz
CHAMP1-human,1,https://www.encodeproject.org/files/ENCFF088KVK/@@download/ENCFF088KVK.fastq.gz,https://www.encodeproject.org/files/ENCFF576YEJ/@@download/ENCFF576YEJ.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
CHAMP1-human,2,https://www.encodeproject.org/files/ENCFF273PTZ/@@download/ENCFF273PTZ.fastq.gz,https://www.encodeproject.org/files/ENCFF745JUW/@@download/ENCFF745JUW.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
CHAMP1-human,3,https://www.encodeproject.org/files/ENCFF389LWM/@@download/ENCFF389LWM.fastq.gz,https://www.encodeproject.org/files/ENCFF878ZAA/@@download/ENCFF878ZAA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
CHAMP1-human,4,https://www.encodeproject.org/files/ENCFF507REW/@@download/ENCFF507REW.fastq.gz,https://www.encodeproject.org/files/ENCFF740JJX/@@download/ENCFF740JJX.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
CHD1-human,1,https://www.encodeproject.org/files/ENCFF524YQH/@@download/ENCFF524YQH.fastq.gz,https://www.encodeproject.org/files/ENCFF806DZB/@@download/ENCFF806DZB.fastq.gz,n/a,n/a
CHD7-human,1,https://www.encodeproject.org/files/ENCFF045UAF/@@download/ENCFF045UAF.fastq.gz,https://www.encodeproject.org/files/ENCFF908WCV/@@download/ENCFF908WCV.fastq.gz,n/a,n/a
COPS2-human,1,https://www.encodeproject.org/files/ENCFF042QKO/@@download/ENCFF042QKO.fastq.gz,https://www.encodeproject.org/files/ENCFF257UIV/@@download/ENCFF257UIV.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
COPS2-human,2,https://www.encodeproject.org/files/ENCFF064WKY/@@download/ENCFF064WKY.fastq.gz,https://www.encodeproject.org/files/ENCFF610FSQ/@@download/ENCFF610FSQ.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
CREB3-human,1,https://www.encodeproject.org/files/ENCFF026WQA/@@download/ENCFF026WQA.fastq.gz,https://www.encodeproject.org/files/ENCFF199DAD/@@download/ENCFF199DAD.fastq.gz,https://www.encodeproject.org/files/ENCFF783BXZ/@@download/ENCFF783BXZ.fastq.gz,https://www.encodeproject.org/files/ENCFF390XLA/@@download/ENCFF390XLA.fastq.gz
CREB3-human,2,https://www.encodeproject.org/files/ENCFF274ZEZ/@@download/ENCFF274ZEZ.fastq.gz,https://www.encodeproject.org/files/ENCFF565JGI/@@download/ENCFF565JGI.fastq.gz,https://www.encodeproject.org/files/ENCFF390XLA/@@download/ENCFF390XLA.fastq.gz,https://www.encodeproject.org/files/ENCFF783BXZ/@@download/ENCFF783BXZ.fastq.gz
CREB3L1-human,1,https://www.encodeproject.org/files/ENCFF002EIN/@@download/ENCFF002EIN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EIS/@@download/ENCFF002EIS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
CREB3L1-human,2,https://www.encodeproject.org/files/ENCFF002EIQ/@@download/ENCFF002EIQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EIT/@@download/ENCFF002EIT.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
CSDE1-human,1,https://www.encodeproject.org/files/ENCFF042ZPU/@@download/ENCFF042ZPU.fastq.gz,https://www.encodeproject.org/files/ENCFF083CSA/@@download/ENCFF083CSA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
CSDE1-human,2,https://www.encodeproject.org/files/ENCFF213FVU/@@download/ENCFF213FVU.fastq.gz,https://www.encodeproject.org/files/ENCFF265YIH/@@download/ENCFF265YIH.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
CSDE1-human,3,https://www.encodeproject.org/files/ENCFF255NDV/@@download/ENCFF255NDV.fastq.gz,https://www.encodeproject.org/files/ENCFF940EGQ/@@download/ENCFF940EGQ.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
CSDE1-human,4,https://www.encodeproject.org/files/ENCFF270QZW/@@download/ENCFF270QZW.fastq.gz,https://www.encodeproject.org/files/ENCFF910CUI/@@download/ENCFF910CUI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
CTBP1-human,1,https://www.encodeproject.org/files/ENCFF034WZZ/@@download/ENCFF034WZZ.fastq.gz,https://www.encodeproject.org/files/ENCFF350AMO/@@download/ENCFF350AMO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
